品牌,厂商,车系,车款,入库总数,指导价,均价,变化值,最低价,最低价渠道,最低价时间,暗访均价,暗访最低价,获取时间,暗访最近价,获取时间,暗访总数
丰田,丰田(进口),埃尔法,2012款 2.4L 豪华版,0,61.78,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),埃尔法,2012款 3.5L 豪华版,0,74.92,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗·劲畅(进口),2011款 3.0L 运动导航版,0,36.80,0,0.00,0,,0,0,0,,0,0,0
三菱,三菱(进口),帕杰罗·劲畅(进口),2011款 3.0L 豪华导航版,0,39.80,0,0.00,0,,0,0,0,,0,0,0
宾利,宾利,慕尚,2012款 6.8T Diamond Jubilee,0,688.00,0,0.00,0,,0,0,0,,0,0,0
DS,雪铁龙(进口),DS 4,2012款 1.6T 风尚版,0,24.28,0,0.00,0,,0,0,0,,0,0,0
DS,雪铁龙(进口),DS 4,2012款 1.6T 雅致版,0,27.28,0,0.00,0,,0,0,0,,0,0,0
广汽吉奥,广汽吉奥,奥轩GX5,2012款 2.4L 自动汽油两驱天窗版,0,13.38,0,0.00,0,,0,0,0,,0,0,0
广汽吉奥,广汽吉奥,奥轩GX5,2012款 2.4L 自动汽油四驱天窗版,0,15.18,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,赛拉图,2012款 1.6L MT GL,0,8.98,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,赛拉图,2012款 1.6L AT GL,0,10.08,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,赛拉图,2012款 1.6L MT GLS,0,10.38,0,0.00,0,,0,0,0,,0,0,0
起亚,东风悦达起亚,赛拉图,2012款 1.6L AT GLS,0,11.48,0,0.00,0,,0,0,0,,0,0,0
劳斯莱斯,劳斯莱斯,幻影,2013款 6.7 标准版,0,688.00,0,0.00,0,,0,0,0,,0,0,0
劳斯莱斯,劳斯莱斯,幻影,2013款 6.7 加长版(EWB),0,798.00,0,0.00,0,,0,0,0,,0,0,0
劳斯莱斯,劳斯莱斯,幻影,2013款 6.7 双门轿跑车,0,738.80,0,0.00,0,,0,0,0,,0,0,0
劳斯莱斯,劳斯莱斯,幻影,2013款 6.7 软顶敞篷车,0,800.80,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.6XE 手动舒适版,0,11.90,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.6XE CVT舒适版,0,12.90,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.6XL 手动豪华版,0,12.50,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.6XL CVT豪华版,0,13.50,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.8XE CVT舒适版,0,13.70,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.8XL 手动豪华版,0,14.00,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.8XL CVT豪华版,0,15.00,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,轩逸,2012款 1.8XV CVT尊享版,0,16.90,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),普瑞维亚,2012款 2.4 7人座标准版,0,46.98,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),普瑞维亚,2012款 2.4 7人座豪华版,0,48.98,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),普瑞维亚,2012款 3.5 7人座豪华型,0,61.00,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,宝利格,2012款 2.0T 手动两驱智汇版,0,11.97,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q3(进口),2012款 35 TFSI舒适型,0,37.70,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q3(进口),2012款 40 TFSI运动型,0,45.50,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪(进口),奥迪Q3(进口),2012款 40 TFSI越野型,0,47.90,0,0.00,0,,0,0,0,,0,0,0
铃木,铃木(进口),超级维特拉,2012款 2.4L MT豪华导航5门版,0,26.48,0,0.00,0,,0,0,0,,0,0,0
铃木,铃木(进口),超级维特拉,2012款 2.4L AT豪华导航5门版,0,27.48,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,奥拓,2013款 1.0L 手动豪华型,0,5.09,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,奥拓,2013款 1.0L 自动豪华型,0,5.99,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H230,2012款 1.5L 手动舒适型,0,5.58,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H230,2012款 1.5L 手动精英型,0,5.98,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H230,2012款 1.5L 手动酷悦型,0,6.28,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H230,2012款 1.5L AMT精英型,0,6.68,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H320,2012款 1.5L 手动舒适型,0,6.38,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H320,2012款 1.5L 自动舒适型,0,7.08,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H320,2012款 1.5L 手动豪华型,0,7.18,0,0.00,0,,0,0,0,,0,0,0
中华,华晨中华,中华H320,2012款 1.5L 自动豪华型,0,7.88,0,0.00,0,,0,0,0,,0,0,0
奥迪,奥迪RS,奥迪RS 5,2012款 RS 5 Coupe,0,119.80,0,0.00,0,,0,0,0,,0,0,0
DS,雪铁龙(进口),DS 3,2012款 1.6L 时尚版,0,19.98,0,0.00,0,,0,0,0,,0,0,0
DS,雪铁龙(进口),DS 3,2012款 1.6L 风尚版,0,21.98,0,0.00,0,,0,0,0,,0,0,0
DS,雪铁龙(进口),DS 3,2012款 1.6L 至尊版,0,24.98,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),迈腾(进口),2012款 旅行版 2.0TSI 舒适型,0,36.06,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),迈腾(进口),2012款 旅行版 2.0TSI 豪华型,0,39.15,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),迈腾(进口),2012款 旅行版 2.0TSI 四驱舒适型,0,38.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),迈腾(进口),2012款 旅行版 2.0TSI 四驱豪华型,0,41.60,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,悦翔V5,2012款 1.5L 手动梦幻型,0,6.19,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,悦翔V5,2012款 1.5L 自动梦幻型,0,7.19,0,0.00,0,,0,0,0,,0,0,0
长安,长安汽车,悦翔V5,2012款 1.5L 自动运动型,0,7.59,0,0.00,0,,0,0,0,,0,0,0
大众,上海大众,POLO,2012款 1.4TSI GTI,0,15.89,0,0.00,0,,0,0,0,,0,0,0
三菱,东南汽车,蓝瑟,2012款 1.6L 手动舒适版SEi,0,6.98,0,0.00,0,,0,0,0,,0,0,0
别克,通用别克,英朗,2013款 GT 1.6L 手动舒适版,0,13.27,0,0.00,0,,0,0,0,,0,0,0
别克,通用别克,英朗,2013款 GT 1.6L 自动舒适版,0,14.77,0,0.00,0,,0,0,0,,0,0,0
别克,通用别克,英朗,2013款 GT 1.6L 手动进取版,0,13.77,0,0.00,0,,0,0,0,,0,0,0
别克,通用别克,英朗,2013款 GT 1.6L 自动时尚版,0,15.27,0,0.00,0,,0,0,0,,0,0,0
别克,通用别克,英朗,2013款 GT 1.8L 自动时尚版,0,16.53,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G6,2013款 1.5TI 手动豪华型,0,9.38,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G6,2013款 1.5TID 自动尊贵型,0,10.88,0,0.00,0,,0,0,0,,0,0,0
纳智捷,东风裕隆,MASTER CEO,2013款 2.2T 行政版,0,39.80,0,0.00,0,,0,0,0,,0,0,0
纳智捷,东风裕隆,MASTER CEO,2013款 2.2T 专属旗舰版,0,41.80,0,0.00,0,,0,0,0,,0,0,0
奔驰,奔驰AMG,奔驰SLS级AMG,2013款 SLS AMG 45周年中国限量版,0,308.00,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),迈特威,2012款 2.0T 商务版,0,44.28,0,0.00,0,,0,0,0,,0,0,0
起亚,起亚(进口),起亚VQ,2013款 2.2T VQ-R 舒适版,0,29.70,0,0.00,0,,0,0,0,,0,0,0
起亚,起亚(进口),起亚VQ,2013款 2.2T VQ-R 豪华版,0,32.50,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G6,2013款 2.0L 手动豪华型,0,7.98,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G6,2013款 2.0L 手动尊贵型,0,8.88,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G6,2013款 1.5TI 手动尊贵型,0,9.98,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G6,2013款 1.5TID 自动尊荣型,0,11.58,0,0.00,0,,0,0,0,,0,0,0
哈飞,哈飞汽车,路宝,2011款 1.0L 基本型,0,3.69,0,0.00,0,,0,0,0,,0,0,0
力帆,重庆力帆,力帆320,2012款 冠军版 1.3L CVT标准型,0,4.89,0,0.00,0,,0,0,0,,0,0,0
力帆,重庆力帆,力帆320,2012款 冠军版 1.3L CVT尊贵型,0,5.29,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,天语 尚悦,2012款 1.6L 手动实用升级版,0,7.58,0,0.00,0,,0,0,0,,0,0,0
铃木,长安铃木,天语 尚悦,2012款 1.6L 自动实用升级版,0,8.58,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2011款 1.6L ONE,0,24.50,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2011款 1.6L COOPER Fun,0,28.90,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2011款 1.6L COOPER Excitement,0,32.90,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2012款 1.6T COOPER S Fun,0,33.90,0,0.00,0,,0,0,0,,0,0,0
MINI,MINI,MINI CLUBMAN,2011款 1.6T COOPER S,0,37.90,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,景程,2013款 1.8 SL致真版 MT,0,10.89,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,景程,2013款 1.8 SE舒适版 MT,0,11.99,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,景程,2013款 1.8 SE舒适版 AT,0,13.49,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,景程,2013款 1.8 SX豪华版 MT,0,13.69,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,景程,2013款 1.8 SX豪华版 AT,0,15.19,0,0.00,0,,0,0,0,,0,0,0
理念,广汽本田,理念S1,2013款 1.5L 手动运动型,0,8.58,0,0.00,0,,0,0,0,,0,0,0
三菱,广汽三菱,劲炫ASX,2013款 1.6L 手动两驱标准版,0,12.88,0,0.00,0,,0,0,0,,0,0,0
三菱,广汽三菱,劲炫ASX,2013款 2.0L 手动两驱舒适版,0,14.88,0,0.00,0,,0,0,0,,0,0,0
三菱,广汽三菱,劲炫ASX,2013款 2.0L 自动两驱豪华版,0,17.48,0,0.00,0,,0,0,0,,0,0,0
三菱,广汽三菱,劲炫ASX,2013款 2.0L 自动四驱尊贵版,0,19.48,0,0.00,0,,0,0,0,,0,0,0
三菱,广汽三菱,劲炫ASX,2013款 2.0L 自动四驱旗舰版,0,21.88,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,宝利格,2013款 1.8T 手动两驱智尊版,0,13.80,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,宝利格,2013款 2.0T 手动两驱智尊版,0,13.80,0,0.00,0,,0,0,0,,0,0,0
莲花汽车,莲花汽车,莲花L3,2013款 GT 1.6L  手动精致型,0,7.88,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 手动经典型,0,10.58,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 手动都市精英型,0,11.38,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 自动都市精英型,0,12.68,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 手动典雅风尚型,0,12.58,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 自动典雅风尚型,0,13.88,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 手动智能领航型,0,13.98,0,0.00,0,,0,0,0,,0,0,0
海马,海马汽车,海马骑士,2013款 2.0L 自动智能领航型,0,15.28,0,0.00,0,,0,0,0,,0,0,0
玛莎拉蒂,玛莎拉蒂,GranTurismo,2013款 4.7L Sport Automatic,0,246.80,0,0.00,0,,0,0,0,,0,0,0
玛莎拉蒂,玛莎拉蒂,GranTurismo,2013款 4.7L Sport F1,0,261.80,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,花冠,2013款 1.6L 手动超值版,0,9.08,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,花冠,2013款 1.6L 手动卓越版,0,10.08,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,花冠,2013款 1.6L 自动卓越版,0,10.88,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,花冠,2013款 1.6L 手动豪华版,0,10.58,0,0.00,0,,0,0,0,,0,0,0
丰田,一汽丰田,花冠,2013款 1.6L 自动豪华版,0,11.38,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹F-TYPE,2013款 3.0T,0,104.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹F-TYPE,2013款 3.0T S,0,122.80,0,0.00,0,,0,0,0,,0,0,0
捷豹,捷豹,捷豹F-TYPE,2013款 5.0T V8 S,0,154.80,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2013款 3.0TSI V6 限量奢华版,0,96.80,0,0.00,0,,0,0,0,,0,0,0
马自达,一汽马自达,马自达8,2013款 2.5L 精英版,0,21.98,0,0.00,0,,0,0,0,,0,0,0
马自达,一汽马自达,马自达8,2013款 2.5L 尊贵版,0,23.58,0,0.00,0,,0,0,0,,0,0,0
马自达,一汽马自达,马自达8,2013款 2.5L 至尊版,0,24.98,0,0.00,0,,0,0,0,,0,0,0
大众,一汽-大众,迈腾,2013款 1.4TSI 蓝驱版,0,21.98,0,0.00,0,,0,0,0,,0,0,0
克莱斯勒,克莱斯勒(进口),大捷龙(进口),2013款 3.6L 豪华版,0,49.68,0,0.00,0,,0,0,0,,0,0,0
克莱斯勒,克莱斯勒(进口),克莱斯勒300C(进口),2013款 3.6L 尊享版,0,48.19,0,0.00,0,,0,0,0,,0,0,0
克莱斯勒,克莱斯勒(进口),克莱斯勒300C(进口),2013款 3.6L 尊崇版,0,49.19,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,赛欧,2013款 三厢 1.2L 手动幸福版,0,6.68,0,0.00,0,,0,0,0,,0,0,0
雪佛兰,通用雪佛兰,赛欧,2013款 三厢 1.4L 手动幸福版II,0,7.38,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,雪铁龙C4L,2013款 1.6L 手动劲享版,0,12.39,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2013款 730Li 领先型,0,93.35,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2013款 730Li 豪华型,0,102.35,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2013款 740Li 领先型,0,122.35,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2013款 740Li 豪华型,0,144.35,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2013款 740Li xDrive,0,133.35,0,0.00,0,,0,0,0,,0,0,0
宝马,宝马(进口),宝马7系,2013款 740Li 混合动力版,0,149.35,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.0i 自动豪华导航版,0,26.38,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.5i 自动精英导航版,0,27.88,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.5i 自动豪华版,0,27.98,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.5i 自动豪华导航版,0,28.78,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.5i 自动尊贵版,0,29.78,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.5i 自动尊贵导航版,0,30.58,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,森林人,2013款 2.0T 自动尊贵导航版,0,33.48,0,0.00,0,,0,0,0,,0,0,0
标致,标致(进口),标致207(进口),2013款 1.6L CC 自动时尚型,0,21.68,0,0.00,0,,0,0,0,,0,0,0
标致,标致(进口),标致207(进口),2013款 1.6L CC 自动豪华型,0,22.68,0,0.00,0,,0,0,0,,0,0,0
陆风,陆风汽车,陆风X5,2013款 2.0T 手动创行版,0,9.98,0,0.00,0,,0,0,0,,0,0,0
陆风,陆风汽车,陆风X5,2013款 2.0T 手动创享版,0,10.38,0,0.00,0,,0,0,0,,0,0,0
陆风,陆风汽车,陆风X5,2013款 2.0T 手动创领版,0,11.58,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2013款 1.8T 手动两驱精英版,0,14.88,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2013款 1.8T 自动两驱精英版,0,16.38,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2013款 1.8T 自动两驱豪华版,0,17.38,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2013款 1.8T 自动四驱豪华版,0,18.88,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2013款 1.8T 自动四驱尊贵版,0,20.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2013款 1.8T 自动四驱至尊版,0,22.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 手动两驱舒适版,0,12.38,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 手动两驱精英版,0,13.38,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 手动两驱精英ESP版,0,13.88,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 自动两驱精英版,0,14.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 自动两驱豪华版,0,15.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 自动两驱尊贵版,0,18.68,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 手动两驱周年限量版,0,13.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GS5,2012款 2.0L 自动两驱周年纪念版,0,15.68,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2012款 1.0 MHD 硬顶标准版,0,11.50,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2012款 1.0 MHD 硬顶舒适版,0,12.80,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2012款 1.0 MHD 硬顶激情版,0,13.80,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2012款 1.0 MHD 敞篷激情版,0,16.80,0,0.00,0,,0,0,0,,0,0,0
smart,smart,smart fortwo,2012款 1.0T 博速Xclusive版,0,22.50,0,0.00,0,,0,0,0,,0,0,0
雪铁龙,东风雪铁龙,世嘉,2013款 CNG手动品尚型,0,11.78,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪EC7-RV,2013款 1.5L 手动精英型,0,7.68,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪EC7-RV,2013款 1.5L 手动尊贵型,0,8.68,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪EC7-RV,2013款 1.8L CVT精英型,0,8.98,0,0.00,0,,0,0,0,,0,0,0
吉利汽车,吉利汽车,帝豪EC7-RV,2013款 1.8L CVT尊贵型,0,10.18,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪G3,2012款 1.5L 手动标准型,0,6.29,0,0.00,0,,0,0,0,,0,0,0
兰博基尼,兰博基尼,Aventador,2011款 LP 700-4,0,648.80,0,0.00,0,,0,0,0,,0,0,0
兰博基尼,兰博基尼,Aventador,2013款 LP 700-4 Roadster,0,738.88,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2013款 2.0L 手动舒适型,0,10.39,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2013款 2.4L 手动舒适型,0,11.39,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2013款 2.4L 手动豪华型,0,12.59,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2013款 2.4L 自动豪华型,0,14.39,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2013款 2.4L 手动尊贵型,0,13.59,0,0.00,0,,0,0,0,,0,0,0
比亚迪,比亚迪,比亚迪M6,2013款 2.4L 自动尊贵型,0,15.39,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8L 手动舒适版,0,10.58,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8L 手动精英版,0,12.08,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8L 自动豪华型,0,13.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8T 自动舒适版,0,13.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8T 自动精英版,0,14.88,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8T 自动豪华版,0,16.18,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8T 自动尊贵版,0,17.98,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 1.8T 自动至尊版,0,20.18,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 2.0L 自动精英版,0,13.88,0,0.00,0,,0,0,0,,0,0,0
广汽传祺,广汽乘用车,传祺GA5,2013款 2.0L 自动豪华版,0,14.98,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2013款 2.0L 手动两驱舒适型,0,16.58,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2013款 2.0L 手动两驱时尚型,0,16.98,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2013款 2.0L 自动两驱舒适型,0,18.38,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2013款 2.0L 手动四驱豪华型,0,19.58,0,0.00,0,,0,0,0,,0,0,0
现代,北京现代,全新途胜,2013款 2.0L 手动四驱尊贵型,0,20.38,0,0.00,0,,0,0,0,,0,0,0
奇瑞,奇瑞汽车,奇瑞QQ,2013款 1.0L 手动活力版,0,3.79,0,0.00,0,,0,0,0,,0,0,0
奇瑞,奇瑞汽车,奇瑞QQ,2013款 1.0L 手动快乐版,0,3.99,0,0.00,0,,0,0,0,,0,0,0
奇瑞,奇瑞汽车,奇瑞QQ,2013款 1.0L 手动时尚版,0,4.29,0,0.00,0,,0,0,0,,0,0,0
奇瑞,奇瑞汽车,奇瑞QQ,2013款 1.0L AMT巡航版,0,5.09,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,路盛E70,2013款 2.0L 手动舒适型,0,6.97,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,路盛E70,2013款 2.0L 手动尊贵型,0,7.97,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,路盛E70,2013款 2.0L 自动舒适型,0,7.97,0,0.00,0,,0,0,0,,0,0,0
华泰,华泰汽车,路盛E70,2013款 2.0L 自动尊贵型,0,8.97,0,0.00,0,,0,0,0,,0,0,0
丰田,丰田(进口),埃尔法,2012款 3.5L 尊贵版,0,79.98,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2013款 3.6L V6 越野增强高配型,0,91.65,0,0.00,0,,0,0,0,,0,0,0
大众,大众(进口),途锐,2013款 3.6L V6 越野增强豪华型,0,96.85,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,天籁,2013款 2.0L XE时尚版,0,17.78,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,天籁,2013款 2.0L XL舒适版,0,18.58,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,天籁,2013款 2.0L XL-NAVI智领版,0,19.68,0,0.00,0,,0,0,0,,0,0,0
日产,东风日产,天籁,2013款 2.5L XL领先版,0,20.58,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,翼搏,2013款 1.5L 手动舒适型,0,9.48,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,翼搏,2013款 1.5L 手动风尚型,0,10.28,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,翼搏,2013款 1.5L 自动风尚型,0,11.28,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,翼搏,2013款 1.5L 手动尊贵型,0,11.58,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,翼搏,2013款 1.5L 自动尊贵型,0,12.78,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,翼搏,2013款 1.0L GTDi 手动尊贵型,0,11.98,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,斯巴鲁BRZ,2013款 2.0L 手动豪华型,0,26.90,0,0.00,0,,0,0,0,,0,0,0
斯巴鲁,斯巴鲁,斯巴鲁BRZ,2013款 2.0L 自动豪华型,0,27.90,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,嘉年华,2013款 两厢 1.5L 手动风尚型,0,7.99,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,嘉年华,2013款 两厢 1.5L 手动时尚型,0,8.99,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,嘉年华,2013款 两厢 1.5L 自动时尚型,0,9.89,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,嘉年华,2013款 两厢 1.5L 自动品尚型,0,10.39,0,0.00,0,,0,0,0,,0,0,0
福特,长安福特,嘉年华,2013款 两厢 1.5L 自动运动型,0,11.19,0,0.00,0,,0,0,0,,0,0,0
